Country Name,Country Code_x,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Region,Income Group
Singapore,SGP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4983.046353,5104.809027,5236.639265,5499.972687,5842.562023,6069.219346,6312.685523,6829.225629,6965.754086,7187.671378,7575.435954,7516.1696,7756.318921,8113.587306,8314.325321,8678.168168,8720.022084,8706.579067,8401.048395,8114.367449,8679.99335,8651.755275,8673.985216,8680.606361,8844.687593,East Asia & Pacific,High income
Solomon Islands,SLB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
El Salvador,SLV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,353.3788114,371.9030529,386.0874454,438.9842894,475.0272546,507.0293516,517.8136171,557.6355832,572.4464958,590.7106501,617.1149968,628.856061,669.6628101,696.3033793,692.7438539,758.339621,820.113604,885.3492453,858.7138342,848.9108197,859.743965,883.1565621,918.1440502,961.3204886,939.1533991,Latin America & Caribbean,Lower middle income
San Marino,SMR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Europe & Central Asia,High income
Somalia,SOM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Serbia,SRB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4628.658054,4411.480487,4274.547161,3479.533937,3411.148213,3789.986489,4132.561211,4291.317805,4302.99911,3979.363962,4198.715706,4434.370241,4480.344352,4332.679062,4258.251568,3921.906459,4040.44002,4159.137225,4291.843158,4224.397665,4358.812174,4489.57085,4386.534552,4444.222971,4271.744667,Europe & Central Asia,Upper middle income
South Sudan,SSD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,38.73081969,39.81215819,39.89256412,Sub-Saharan Africa,Low income
Suriname,SUR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,2258.726899,2352.74417,2540.141271,2475.774678,2593.035269,2767.834595,2768.155112,2776.115596,3043.785475,3040.611272,2997.511894,3339.045767,3340.30316,3662.402772,3631.864041,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5542.170903,5115.12279,4699.137571,4570.442444,4582.581961,4925.961381,5150.407724,5068.08939,4682.297576,5028.706343,4955.907896,5027.452807,5051.59839,5021.798222,5097.835556,4932.803281,5153.121484,5272.370783,5294.435099,4954.138251,5201.404897,5347.526223,5137.789018,5202.467288,5137.073835,Europe & Central Asia,High income
Slovenia,SVN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5334.905446,5087.452468,4943.155465,4950.932498,5240.160186,5312.904549,5365.50828,5434.662198,5574.706466,5675.615026,5777.995651,6006.34519,6380.951903,6578.034236,6830.705073,6917.860467,7123.537771,7137.824175,6920.244039,6104.421845,6510.841884,6753.073664,6718.975052,6779.280887,6727.999302,Europe & Central Asia,High income
Sweden,SWE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,15836.03376,15932.92621,15544.41146,15506.8021,15290.616,15475.01348,15434.23039,15410.69913,15522.1335,15470.86807,15681.61527,16020.98031,15709.42967,15360.17889,15420.97314,15430.96395,15262.58727,15257.93575,14869.34898,14143.01101,14934.32696,14030.16315,14289.59509,13870.38991,13480.14822,Europe & Central Asia,High income
Swaziland,SWZ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Lower middle income
Sint Maarten (Dutch part),SXM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Seychelles,SYC,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,688.80622,700.5732793,702.3538561,687.3256574,751.4858566,832.3869268,893.1036647,914.0530534,958.1334952,1012.918757,1064.90536,1144.159096,1233.328775,1294.209345,1399.197311,1503.338879,1549.618591,1559.583485,1584.959304,1543.009129,1853.432973,1690.232546,1365.134331,1056.431473,949.5867592,Middle East & North Africa,Low income
Turks and Caicos Islands,TCA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Chad,TCD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Togo,TGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,90.57444797,84.48663166,93.62431031,69.37395662,77.33613985,99.6718783,102.9957906,104.5307463,105.3638762,112.107995,94.35922941,98.00910448,95.21139978,101.8288196,106.0600969,108.0364326,107.0610258,101.0440384,103.5412402,122.5816969,122.5597236,133.0981384,142.5763636,142.5539419,152.720014,Sub-Saharan Africa,Low income
Thailand,THA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,709.2435352,791.7266149,892.9615295,1008.054654,1105.843084,1247.197302,1379.567237,1409.728188,1358.809933,1358.169612,1447.948944,1504.658507,1617.463436,1713.4859,1827.044983,1914.529617,2004.90203,2079.820544,2104.972578,2100.674014,2307.331503,2283.35115,2443.326622,2514.812036,2539.611194,East Asia & Pacific,Upper middle income
Tajikistan,TJK,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3358.613464,3200.132427,2990.018492,2569.307669,2522.257701,2405.150509,2327.875354,2047.762476,2088.117773,2189.411217,2161.608248,2140.308592,2133.633017,2127.149405,2143.950676,2129.212906,2113.974645,2047.149308,1920.454496,1883.492695,1864.916255,1783.788507,1734.570664,1668.295261,1479.777274,Europe & Central Asia,Low income
Turkmenistan,TKM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2282.865803,2198.361917,1998.285572,2062.935747,1668.975643,1562.321761,1438.886173,1171.496314,1554.103488,1411.512244,1692.156406,1782.834657,1776.354978,1746.231158,1913.722802,2051.679612,2115.546334,2254.351366,2316.562265,2353.458002,2382.052245,2412.031864,2428.889721,2540.867719,2678.806149,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income
Tonga,TON,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2682.707259,2648.167707,2846.090504,2814.19182,2888.065276,3101.192748,3251.046597,3638.518321,3763.04313,3810.163863,3990.586632,4099.404266,4081.897769,4770.056041,4697.276711,5142.12751,5307.164826,5668.851107,5707.130758,5714.207888,6189.292975,6389.778751,6628.711646,6876.331357,7134.034654,Latin America & Caribbean,High income
Tunisia,TUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,632.3488846,644.0013666,678.3502698,699.9520085,752.1830838,761.577687,771.8205967,811.2613692,853.0016912,932.8655435,977.4005003,1036.205786,1066.874716,994.0965894,1035.078159,1083.991043,1108.164897,1151.767314,1189.7377,1274.587681,1364.388547,1320.63779,1403.735284,1417.941601,1444.107399,Middle East & North Africa,Lower middle income
Turkey,TUR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,929.699934,965.3079399,1044.361882,1115.195789,1145.504982,1227.328461,1328.353057,1439.976834,1520.09821,1556.335875,1652.748261,1613.017953,1667.422593,1771.923691,1891.927446,2013.890143,2178.862434,2347.117555,2421.97505,2314.113905,2491.631262,2696.3148,2772.058049,2760.64603,2854.565849,Europe & Central Asia,Upper middle income
Tuvalu,TUV,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income
Tanzania,TZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,51.17911496,54.26560116,52.93975643,48.27823954,49.1905658,57.07462317,60.56110742,55.0335447,59.84275776,55.38944729,57.93193185,61.5940664,66.83135301,66.65038631,77.98696073,77.66956788,63.61519153,79.35842518,83.52179276,69.85455543,92.95294947,83.85378104,93.75955588,95.97801748,99.16747374,Sub-Saharan Africa,Low income
Uganda,UGA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,Low income
Ukraine,UKR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4787.481693,4643.265724,4313.535045,3953.279477,3475.161448,3348.928379,3060.372164,2958.585788,2839.485745,2792.141058,2778.43709,2790.5344,2844.810954,2997.974398,3151.147696,3246.035731,3399.522311,3528.924829,3534.357152,3227.955434,3549.847724,3662.443306,3640.556836,3600.229503,3418.585024,Europe & Central Asia,Lower middle income
Uruguay,URY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1244.377392,1344.806117,1365.831393,1454.617538,1486.441028,1578.080404,1635.758235,1731.575263,1806.728637,1914.593883,2030.262748,2000.238646,1997.732417,1884.451009,1928.945494,1999.631947,2220.925998,2413.360797,2586.229536,2659.723947,2803.152546,2808.344931,2931.013723,2985.030832,3067.951126,Latin America & Caribbean,High income
United States,USA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,11713.3317,12134.17213,12014.95825,12261.52378,12455.16217,12659.60763,12854.29891,12889.83228,13154.76303,13281.86998,13671.05202,13046.61415,13296.1823,13307.49201,13388.58971,13704.57705,13583.26696,13657.45283,13663.42797,12913.71469,13394.4144,13243.29778,12959.41462,12996.84549,12984.33311,North America,High income
Uzbekistan,UZB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2383.227694,2324.980909,2128.350972,2018.229879,1924.476024,1844.195743,1827.771798,1815.819496,1779.884412,1745.953072,1780.457924,1769.396081,1775.809844,1764.456256,1765.480285,1717.201055,1755.759629,1664.061337,1652.65101,1643.149881,1653.467496,1631.526207,1610.807906,1637.194477,1645.441629,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,2449.05386,2519.958731,2658.098978,2666.407317,2634.864795,2620.797365,2641.754108,2668.434661,2638.330103,2570.968395,2635.376673,2699.323197,2725.090225,2632.079149,2761.589951,2848.586521,2956.477966,2970.717318,3069.07532,3030.81894,3130.938979,3193.02416,3245.567202,3240.599399,2657.622338,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income
Vietnam,VNM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,94.94264041,98.44856035,101.4895899,111.6586593,128.8331341,152.5153726,179.1215526,202.0571483,231.9608414,252.1684535,285.2816799,324.9325403,375.6139111,430.8641373,481.2656231,566.7377027,641.5917002,724.1040503,798.2557417,901.2577307,1016.59824,1095.837183,1197.642313,1266.457718,1410.914905,East Asia & Pacific,Lower middle income
Vanuatu,VUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Lower middle income
Samoa,WSM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,,,,,,,,,,,,,,,,East Asia & Pacific,Upper middle income
Kosovo,XKX,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,,,,,,,,,,,1557.058824,1968.075789,1953.815697,1908.461924,2111.318521,2169.095663,2225.018842,2395.863861,2644.526129,2558.084877,2649.689133,2946.957007,2862.840682,2907.735322,2804.369305,Europe & Central Asia,Lower middle income
"Yemen, Rep.",YEM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,122.0034206,129.5253512,130.5008569,132.8364309,119.1749419,124.603044,120.1426179,133.4027751,130.3250847,128.8403368,139.0231178,143.6096037,151.3807761,161.5962441,169.2555573,179.420546,189.550982,206.6514172,225.3494314,222.4598822,249.9705699,190.2507343,190.4056966,246.7516635,216.2588312,Middle East & North Africa,Low income
South Africa,ZAF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4152.977095,4051.05852,3927.213323,3956.758386,4003.8428,4093.12214,4633.819535,4744.597341,4535.281079,4399.498211,4503.774084,4226.645998,4444.524967,4470.822484,4498.97865,4547.651272,4638.224223,4777.05886,4606.629488,4385.254323,4510.216535,4543.628485,4352.392033,4279.247595,4198.401194,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,762.7765065,737.4026243,735.6599259,739.5173332,729.3076108,707.3378062,681.5832232,633.7299508,577.6754373,579.9966679,591.0045948,611.1348492,635.4982087,653.8268658,674.5798963,681.4548368,692.6181937,652.5237282,579.0170194,558.2466715,580.143022,621.041117,721.4996908,735.8836841,707.1902175,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,886.5658272,875.6068514,803.2487156,749.8792381,787.7161969,829.5682835,869.0547237,897.0113314,865.5313693,908.2818512,872.8343085,840.842735,839.9647215,834.2635689,805.0081115,832.378158,807.587959,698.954509,573.2948167,531.0414125,546.8427269,570.250932,542.7295517,557.573925,536.9954921,Sub-Saharan Africa,Low income
