WELL_ID	WELL_TYPE	WELL_DEPTH_FT	APPROXIMATE_LATITUDE	APPROXIMATE_LONGITUDE	TOP_OF_SCREEN_FT	SCREEN_LENGTH_FT	SOURCE	SOURCE_NAME	OTHER_NAMES
HR-SG-22	MUNICIPAL	84	34.50163889	-118.4531389	0	0	USGS	HR-SG-22	HR-SG-22
SCRV-13	MUNICIPAL	399	34.23391667	-118.9306389	204	171	USGS	SCRV-13	SCRV-13
S8_MOBS_F11	MUNICIPAL	1000	34.89011389	-116.7210611	260	720	USGS	S8_MOBS_F11	S8_MOBS_F11
SSV-QPCFP-03	MUNICIPAL	572	38.71047222	-121.3316111	0	0	USGS	SSV-QPCFP-03	SSV-QPCFP-03
S-MS-SV32	MUNICIPAL	285	36.55816667	-121.4734167	0	0	USGS	S-MS-SV32	S-MS-SV32
NOCO-CO-15	MUNICIPAL	85	41.57519444	-124.0668889	30	55	USGS	NOCO-CO-15	NOCO-CO-15
TROCKU-01	MUNICIPAL	317	39.35136111	-120.2688333	285	32	USGS	TROCKU-01	TROCKU-01
COLOR-12	MUNICIPAL	420	34.77016667	-114.5955556	300	120	USGS	COLOR-12	COLOR-12
MADCHOWFP-04	MUNICIPAL	200	37.14536111	-120.14825	184	12	USGS	MADCHOWFP-04	MADCHOWFP-04
DM-08	MUNICIPAL	260	37.10049861	-121.0074214	185	-185	USGS	DM-08	DM-08
S7-SAC-NA23	MUNICIPAL	160	38.88819444	-121.4227778	120	40	USGS	S7-SAC-NA23	S7-SAC-NA23
SB-10	MUNICIPAL	145	34.41888526	-119.6429089	55	90	USGS	SB-10	SB-10
S8_MOBSU_U08	MUNICIPAL	285	34.49981111	-117.2259389	270	10	USGS	S8_MOBSU_U08	S8_MOBSU_U08
RED-06	MUNICIPAL	30	40.51311111	-122.3816389	0	0	USGS	RED-06	RED-06
CAMP-TV-03	MUNICIPAL	0	40.43191667	-121.99275	800	-800	USGS	CAMP-TV-03	CAMP-TV-03
ESJFP-10	MUNICIPAL	540	38.00080556	-121.2686667	200	320	USGS	ESJFP-10	ESJFP-10
SOSAFP-07	MUNICIPAL	472	35.12347222	-118.5842778	202	270	USGS	SOSAFP-07	SOSAFP-07
SFM-E2	MUNICIPAL	200	37.5825	-122.0693333	180	20	USGS	SFM-E2	SFM-E2
OIWU-08	MUNICIPAL	150	35.63190054	-117.6375625	55	75	USGS	OIWU-08	OIWU-08
HR-SC-04	MUNICIPAL	300	37.37680556	-122.257	60	220	USGS	HR-SC-04	HR-SC-04
S3-MACK-K13	MUNICIPAL	285	36.43144444	-119.9016389	265	20	USGS	S3-MACK-K13	S3-MACK-K13
S5-YB-Y38	MUNICIPAL	72	39.40819444	-120.8109361	52	20	USGS	S5-YB-Y38	S5-YB-Y38
DM-03	MUNICIPAL	310	37.05272323	-120.8532483	164	144	USGS	DM-03	DM-03
KWH-11	MUNICIPAL	700	36.16258333	-119.3380278	300	400	USGS	KWH-11	KWH-11
NSAC-14	MUNICIPAL	430	40.05922222	-122.1488056	140	280	USGS	NSAC-14	NSAC-14
ANT-43	MUNICIPAL	550	34.52861111	-117.9588056	0	0	USGS	ANT-43	ANT-43
SCRC-B08	MUNICIPAL	888	34.61388889	-120.1965278	430	570	USGS	SCRC-B08	SCRC-B08
CAMP-TV-06	MUNICIPAL	380	40.30263889	-121.1624444	305	75	USGS	CAMP-TV-06	CAMP-TV-06
S-MS-H12	MUNICIPAL	137	35.55627778	-120.5336944	0	0	USGS	S-MS-H12	S-MS-H12
S5-YB-Y29	MUNICIPAL	81	39.31461111	-120.9653056	41	40	USGS	S5-YB-Y29	S5-YB-Y29
ESAC-FP-05	MUNICIPAL	100	39.49275	-121.9648333	0	0	USGS	ESAC-FP-05	ESAC-FP-05
LUB-05	MUNICIPAL	490	34.41008333	-116.9068333	322	158	USGS	LUB-05	LUB-05
SF-05	MUNICIPAL	480	37.61727778	-122.4136944	0	0	USGS	SF-05	SF-05
ESJ-16	MUNICIPAL	427	37.96911111	-121.2241667	196	223	USGS	ESJ-16	ESJ-16
TROCK-13	MUNICIPAL	102	39.25841667	-120.2109167	93	5	USGS	TROCK-13	TROCK-13
SFM-F6	MUNICIPAL	45	37.66781944	-122.15585	35	10	USGS	SFM-F6	SFM-F6
SCRVU-10	MUNICIPAL	220	34.09597222	-119.109	200	20	USGS	SCRVU-10	SCRVU-10
HR-SC-11	MUNICIPAL	110	37.29733333	-122.1041667	60	50	USGS	HR-SC-11	HR-SC-11
SF-24	MUNICIPAL	780	37.32760825	-121.8842827	265	509	USGS	SF-24	SF-24
RED-U-01	MUNICIPAL	339	40.28697222	-122.3353333	335	4	USGS	RED-U-01	RED-U-01
MSMB-13	MUNICIPAL	557	36.66183333	-121.7553333	315	220	USGS	MSMB-13	MSMB-13
S-MS-H14	MUNICIPAL	740	35.55755556	-120.4608333	600	140	USGS	S-MS-H14	S-MS-H14
ESAC-28	MUNICIPAL	360	39.36655501	-121.6933056	102	258	USGS	ESAC-28	ESAC-28
S-MS-SV22	MUNICIPAL	520	36.52294444	-121.4647222	420	120	USGS	S-MS-SV22	S-MS-SV22
S-MS-SC14	MUNICIPAL	240	37.01547222	-121.8159722	100	140	USGS	S-MS-SC14	S-MS-SC14
MSMB-18	MUNICIPAL	640	36.77544444	-121.7221667	200	420	USGS	MSMB-18	MSMB-18
DM-12	MUNICIPAL	350	37.60991667	-121.2878611	0	0	USGS	DM-12	DM-12
S-MS-SC15	MUNICIPAL	270	37.00002778	-121.7489167	220	50	USGS	S-MS-SC15	S-MS-SC15
D1-NSF-H40	MUNICIPAL	175	38.08752778	-122.2135833	40	135	USGS	D1-NSF-H40	D1-NSF-H40
WSAC-11	MUNICIPAL	570	39.01263889	-122.0558333	240	321	USGS	WSAC-11	WSAC-11
S8_MOBS_F03	MUNICIPAL	385	34.733	-117.3270556	340	40	USGS	S8_MOBS_F03	S8_MOBS_F03
NSJ-QPC-02	MUNICIPAL	175	37.83016667	-120.9158611	130	45	USGS	NSJ-QPC-02	NSJ-QPC-02
RICE-15	MUNICIPAL	35	39.47298889	-122.1642833	25	5	USGS	RICE-15	RICE-15
SCRV-08	MUNICIPAL	910	34.21972222	-119.0738889	700	190	USGS	SCRV-08	SCRV-08
SF-35	MUNICIPAL	248	37.53861111	-122.0205278	216	24	USGS	SF-35	SF-35
HR-SG-18	MUNICIPAL	112	34.32913889	-118.1194722	0	0	USGS	HR-SG-18	HR-SG-18
GIL-12	MUNICIPAL	700	36.87716667	-121.5635278	0	0	USGS	GIL-12	GIL-12
SF-28	MUNICIPAL	517	37.30041667	-121.8370556	385	69	USGS	SF-28	SF-28
NOCO-IN-11	MUNICIPAL	100	39.32883333	-123.1168056	60	40	USGS	NOCO-IN-11	NOCO-IN-11
LIV-05	MUNICIPAL	300	37.70158333	-121.8063333	270	20	USGS	LIV-05	LIV-05
NSAC-08	MUNICIPAL	290	40.22252778	-122.2595556	280	10	USGS	NSAC-08	NSAC-08
SCRVU-11	MUNICIPAL	810	34.13658333	-119.0936111	400	410	USGS	SCRVU-11	SCRVU-11
DM-27	MUNICIPAL	575	37.10138889	-120.8206111	350	225	USGS	DM-27	DM-27
DM-29	MUNICIPAL	230	37.16080556	-120.7579444	0	0	USGS	DM-29	DM-29
S-NSF-H28	MUNICIPAL	NA	38.33113889	-122.4868889	NA	NA	USGS	S-NSF-H28	S-NSF-H28
ESJ-12	MUNICIPAL	270	38.02020066	-121.1088319	190	80	USGS	ESJ-12	ESJ-12
YOLFP-15	MUNICIPAL	480	38.53061111	-121.9804722	0	0	USGS	YOLFP-15	YOLFP-15
SSV-QPCFP-04	MUNICIPAL	332	38.7105	-121.3316944	240	80	USGS	SSV-QPCFP-04	SSV-QPCFP-04
ANT-33	MUNICIPAL	530	35.01355556	-117.7396389	0	0	USGS	ANT-33	ANT-33
S4-TUSK-TLA14	MUNICIPAL	210	36.084	-119.56275	160	40	USGS	S4-TUSK-TLA14	S4-TUSK-TLA14
SFM-E3	MUNICIPAL	100	37.58258333	-122.0694722	50	50	USGS	SFM-E3	SFM-E3
RED-09	MUNICIPAL	199	40.35783333	-122.3264722	124	72	USGS	RED-09	RED-09
MADCHOW-06	MUNICIPAL	310	36.97772222	-119.7280833	0	0	USGS	MADCHOW-06	MADCHOW-06
SB-02	MUNICIPAL	840	34.43672222	-119.8357222	210	610	USGS	SB-02	SB-02
CAMP-HL-07	MUNICIPAL	200	40.31822222	-120.3696667	60	140	USGS	CAMP-HL-07	CAMP-HL-07
S-MS-SV35	MUNICIPAL	472	36.79927778	-121.6258889	432	40	USGS	S-MS-SV35	S-MS-SV35
MSMB-03	MUNICIPAL	1364	36.75819444	-121.8010278	1301	60	USGS	MSMB-03	MSMB-03
KLAM-34	MUNICIPAL	177	40.71606679	-122.3337574	77	100	USGS	KLAM-34	KLAM-34
WS-U-01	MUNICIPAL	630	36.00738889	-119.9604167	400	230	USGS	WS-U-01	WS-U-01
NSAC-12	MUNICIPAL	240	40.07186111	-122.1619167	0	0	USGS	NSAC-12	NSAC-12
MSMB-33	MUNICIPAL	500	36.80230556	-121.6300833	0	0	USGS	MSMB-33	MSMB-33
SCRVU-04:SCRVDD-04	MUNICIPAL	1483	34.21297222	-119.0694444	403	1060	USGS	SCRVU-04:SCRVDD-04	SCRVU-04:SCRVDD-04
NSAC-05	MUNICIPAL	0	39.98038889	-122.1705833	0	0	USGS	NSAC-05	NSAC-05
OV-23	MUNICIPAL	188	36.92983333	-118.2345	0	0	USGS	OV-23	OV-23
SCRVU-04	MUNICIPAL	1483	34.21297222	-119.0694444	403	1060	USGS	SCRVU-04	SCRVU-04
NSAC-MW-06	MUNICIPAL	980	40.04283333	-122.1665278	940	20	USGS	NSAC-MW-06	NSAC-MW-06
DM-25	MUNICIPAL	150	37.08430556	-120.7079167	130	20	USGS	DM-25	DM-25
CUY-03	MUNICIPAL	0	34.85216667	-119.4838889	0	0	USGS	CUY-03	CUY-03
HR-SC-20	MUNICIPAL	65	37.32752778	-122.3881111	0	0	USGS	HR-SC-20	HR-SC-20
S4-TUSK-TLA15	MUNICIPAL	255	36.03377778	-119.5375556	150	90	USGS	S4-TUSK-TLA15	S4-TUSK-TLA15
COA-04	MUNICIPAL	1070	33.749	-116.2819167	500	560	USGS	COA-04	COA-04
ESJ-06	MUNICIPAL	403	38.10113889	-121.28025	200	195	USGS	ESJ-06	ESJ-06
ANT-13	MUNICIPAL	600	34.693475	-117.9719278	0	0	USGS	ANT-13	ANT-13
CLABDA-01	MUNICIPAL	250	34.04352778	-118.46625	120	100	USGS	CLABDA-01	CLABDA-01
SCRVU-06	MUNICIPAL	740	34.13227778	-119.1186667	0	0	USGS	SCRVU-06	SCRVU-06
DM-14	MUNICIPAL	104	37.35619444	-120.9835	0	0	USGS	DM-14	DM-14
CUY-02	MUNICIPAL	790	34.93436111	-119.6898333	340	450	USGS	CUY-02	CUY-02
SB-08	MUNICIPAL	350	34.43747222	-119.7463889	0	0	USGS	SB-08	SB-08
SCRV-17	MUNICIPAL	60	34.35877778	-119.3098889	15	45	USGS	SCRV-17	SCRV-17
MODFP-03	MUNICIPAL	34.8	37.62413889	-121.0861111	25	5	USGS	MODFP-03	MODFP-03
GIL-11	MUNICIPAL	0	37.00102778	-121.5216389	0	0	USGS	GIL-11	GIL-11
KERN-46	MUNICIPAL	1028	35.12563889	-118.9413889	482.9	545.1	USGS	KERN-46	KERN-46
RED-MW-01	MUNICIPAL	540	40.44125	-122.3018056	480	40	USGS	RED-MW-01	RED-MW-01
GILU-03	MUNICIPAL	285	37.02375	-121.5626667	225	55	USGS	GILU-03	GILU-03
S8_MOBSU_U10	MUNICIPAL	233	34.49981111	-117.2259389	218	10	USGS	S8_MOBSU_U10	S8_MOBSU_U10
SDALLV-06	MUNICIPAL	200	33.22627778	-117.3391944	100	42	USGS	SDALLV-06	SDALLV-06
SAM-02	MUNICIPAL	512	38.41694444	-121.37375	135	-135	USGS	SAM-02	SAM-02
S-MS-SV08	MUNICIPAL	290	36.66427778	-121.7008056	258	30	USGS	S-MS-SV08	S-MS-SV08
S4-TUSK-TLA10	MUNICIPAL	200	36.36241667	-119.6898056	180	20	USGS	S4-TUSK-TLA10	S4-TUSK-TLA10
SIERRA-M-06	MUNICIPAL	135	39.51763889	-121.1966111	95	40	USGS	SIERRA-M-06	SIERRA-M-06
COS-08	MUNICIPAL	575	38.28752778	-121.3289722	178	392	USGS	COS-08	COS-08
S4-TUSK-TLA07	MUNICIPAL	80	36.21088889	-119.7061389	50	30	USGS	S4-TUSK-TLA07	S4-TUSK-TLA07
CLABCB-02	MUNICIPAL	674	33.86911111	-118.1398056	602	42	USGS	CLABCB-02	CLABCB-02
WSAC-26	MUNICIPAL	330	39.91591667	-122.3192778	0	0	USGS	WSAC-26	WSAC-26
S7-SAC-SA05	MUNICIPAL	175	38.33125	-121.4616389	145	30	USGS	S7-SAC-SA05	S7-SAC-SA05
DM-19	MUNICIPAL	350	36.83638889	-120.6739444	250	100	USGS	DM-19	DM-19
MSMB-16	MUNICIPAL	552	36.66702778	-121.7513056	315	220	USGS	MSMB-16	MSMB-16
NAM-06	MUNICIPAL	500	38.68677778	-121.5219444	0	0	USGS	NAM-06	NAM-06
SCRC-H03	MUNICIPAL	550	34.63655556	-120.1987778	350	200	USGS	SCRC-H03	SCRC-H03
BEAR-S08	MUNICIPAL	760	34.24188889	-116.8249167	230	520	USGS	BEAR-S08	BEAR-S08
MSMB-22	MUNICIPAL	420	36.90805556	-121.6871667	300	100	USGS	MSMB-22	MSMB-22
OIW-13	MUNICIPAL	70	35.83152778	-117.6576944	60	10	USGS	OIW-13	OIW-13
SFU-06	MUNICIPAL	800	37.36844444	-121.8835833	315	430	USGS	SFU-06	SFU-06
RED-20	MUNICIPAL	353	40.3275	-122.2765	0	0	USGS	RED-20	RED-20
HR-SG-09	MUNICIPAL	600	34.46555556	-118.4797778	0	0	USGS	HR-SG-09	HR-SG-09
SFM-C1	MUNICIPAL	1000	37.33677778	-121.8695556	820	20	USGS	SFM-C1	SFM-C1
ESAC-26	MUNICIPAL	200	38.90786111	-121.79225	0	0	USGS	ESAC-26	ESAC-26
KLAM-24	MUNICIPAL	0	41.29461111	-122.8011111	0	0	USGS	KLAM-24	KLAM-24
USAWS-05	MUNICIPAL	625	33.67969444	-117.1593611	100	520	USGS	USAWS-05	USAWS-05
TRCY-09	MUNICIPAL	0	37.93647222	-121.4329722	0	0	USGS	TRCY-09	TRCY-09
NSAC-MW-04	MUNICIPAL	200	40.04283333	-122.1665278	150	30	USGS	NSAC-MW-04	NSAC-MW-04
"SIERRA-G-02, SOSA-15"	MUNICIPAL	0	35.72438889	-118.5520278	0	0	USGS	"SIERRA-G-02, SOSA-15"	"SIERRA-G-02, SOSA-15"
SBU-06	MUNICIPAL	464	34.42725	-119.6935556	280	184	USGS	SBU-06	SBU-06
NAMFP-05	MUNICIPAL	1080	38.67825	-121.5942778	0	0	USGS	NAMFP-05	NAMFP-05
CAMP-TV-02	MUNICIPAL	0	41.02036111	-121.6806111	0	0	USGS	CAMP-TV-02	CAMP-TV-02
S6-MCAW-M11	MUNICIPAL	300	38.49952778	-120.5370833	0	0	USGS	S6-MCAW-M11	S6-MCAW-M11
LUB-18	MUNICIPAL	35.75	32.61625	-116.1928056	15	20.75	USGS	LUB-18	LUB-18
KWH-14	MUNICIPAL	400	36.32505556	-119.3933889	0	0	USGS	KWH-14	KWH-14
MADCHOW-24	MUNICIPAL	294	37.01138889	-120.3361667	244	50	USGS	MADCHOW-24	MADCHOW-24
S-MS-H13	MUNICIPAL	480	35.375	-120.2769444	0	0	USGS	S-MS-H13	S-MS-H13
BEAR-S13	MUNICIPAL	236	34.25633333	-116.8141667	40	178	USGS	BEAR-S13	BEAR-S13
TROCK-01	MUNICIPAL	270	39.32486111	-120.29175	0	0	USGS	TROCK-01	TROCK-01
S8_MOBS_R22	MUNICIPAL	420	34.53663889	-117.2058889	160	20	USGS	S8_MOBS_R22	S8_MOBS_R22
CLABU-02	MUNICIPAL	572	33.91083333	-118.1383611	546	26	USGS	CLABU-02	CLABU-02
RED-04	MUNICIPAL	395	40.50658333	-122.3002222	150	240	USGS	RED-04	RED-04
BEAR-U09	MUNICIPAL	168	34.22569444	-116.8586111	54	108	USGS	BEAR-U09	BEAR-U09
USAWU-02	MUNICIPAL	1100	34.0264366	-117.0885441	390	710	USGS	USAWU-02	USAWU-02
ESJ-15	MUNICIPAL	268	38.01841667	-121.3325833	170	66	USGS	ESJ-15	ESJ-15
MADCHOWFP-05	MUNICIPAL	340	37.12575	-120.0757778	0	0	USGS	MADCHOWFP-05	MADCHOWFP-05
ULASG-08	MUNICIPAL	399	34.14319444	-118.0988611	110	189	USGS	ULASG-08	ULASG-08
HR-SC-17	MUNICIPAL	0	37.09578075	-122.059685	0	0	USGS	HR-SC-17	HR-SC-17
HR-SC-21	MUNICIPAL	0	37.30555556	-122.2552778	0	0	USGS	HR-SC-21	HR-SC-21
S-MS-SC09	MUNICIPAL	440	37.02222222	-121.9375	0	0	USGS	S-MS-SC09	S-MS-SC09
S4-TUSK-TLE08	MUNICIPAL	1487	35.91313889	-119.4220833	944	543	USGS	S4-TUSK-TLE08	S4-TUSK-TLE08
RED-14	MUNICIPAL	450	40.38930556	-122.4070278	216	228	USGS	RED-14	RED-14
CE-QPC-09	MUNICIPAL	100	37.80020592	-120.6454815	0	0	USGS	CE-QPC-09	CE-QPC-09
MSPR-03	MUNICIPAL	680	35.63933333	-120.6425556	260	400	USGS	MSPR-03	MSPR-03
HR-PR-19	MUNICIPAL	200	32.77727778	-116.4483611	0	0	USGS	HR-PR-19	HR-PR-19
S-NSF-VP23	MUNICIPAL	NA	38.25044444	-122.3606944	NA	NA	USGS	S-NSF-VP23	S-NSF-VP23
HR-PR-16	MUNICIPAL	500	32.65141667	-116.8554444	0	500	USGS	HR-PR-16	HR-PR-16
S6-MCAW-N10	MUNICIPAL	250	38.92391667	-120.9155833	117	133	USGS	S6-MCAW-N10	S6-MCAW-N10
S5-YB-Y21	MUNICIPAL	175	39.44658333	-121.1903333	135	40	USGS	S5-YB-Y21	S5-YB-Y21
HR-SG-03	MUNICIPAL	0	34.43922222	-118.2885833	0	0	USGS	HR-SG-03	HR-SG-03
CAMP-QV-08	MUNICIPAL	244	40.91863889	-121.5598056	184	60	USGS	CAMP-QV-08	CAMP-QV-08
NOCO-IN-28	MUNICIPAL	41	39.768	-123.209	0	0	USGS	NOCO-IN-28	NOCO-IN-28
BEAR-S11	MUNICIPAL	536	34.26302778	-116.8444722	200	316	USGS	BEAR-S11	BEAR-S11
TMART-05	MUNICIPAL	1370	39.34738889	-120.1433889	460	900	USGS	TMART-05	TMART-05
SOSAFP-04	MUNICIPAL	290	35.13194444	-118.4797222	50	235	USGS	SOSAFP-04	SOSAFP-04
MSSC-08	MUNICIPAL	238	37.02991667	-121.9496944	204	34	USGS	MSSC-08	MSSC-08
TRLK-01	MUNICIPAL	348	37.48836111	-120.8356667	280	68	USGS	TRLK-01	TRLK-01
RED-07	MUNICIPAL	201	40.47963889	-122.2743889	95	100	USGS	RED-07	RED-07
S-NSF-H03	MUNICIPAL	NA	38.55594444	-122.9677778	NA	NA	USGS	S-NSF-H03	S-NSF-H03
S-MS-P04	MUNICIPAL	600	36.99530556	-121.8448889	480	110	USGS	S-MS-P04	S-MS-P04
COLOR-13	MUNICIPAL	205	34.86927857	-114.6433073	0	0	USGS	COLOR-13	COLOR-13
CAMP-QV-09	MUNICIPAL	0	40.29436111	-121.0431667	0	0	USGS	CAMP-QV-09	CAMP-QV-09
S6-MCAW-N15	MUNICIPAL	0	39.25627778	-120.7067222	0	0	USGS	S6-MCAW-N15	S6-MCAW-N15
S-MS-SV38	MUNICIPAL	200	36.42127778	-121.2845	112	54	USGS	S-MS-SV38	S-MS-SV38
NAM-08	MUNICIPAL	550	38.89444444	-121.4325	0	0	USGS	NAM-08	NAM-08
CE-QPC-07	MUNICIPAL	380	37.53766667	-120.4539167	270	110	USGS	CE-QPC-07	CE-QPC-07
TRLK-10	MUNICIPAL	116	37.56186111	-121.1445278	72	40	USGS	TRLK-10	TRLK-10
MSMBFP-02	MUNICIPAL	524	36.6505	-121.63075	360	144	USGS	MSMBFP-02	MSMBFP-02
CLABDA-04	MUNICIPAL	282	34.04316667	-118.4996111	151	99	USGS	CLABDA-04	CLABDA-04
S5-YB-Y26	MUNICIPAL	280	39.30616667	-121.0061944	0	0	USGS	S5-YB-Y26	S5-YB-Y26
S-MS-SC06	MUNICIPAL	325	37.04066667	-121.9621667	85	240	USGS	S-MS-SC06	S-MS-SC06
S8_MOBS_R10	MUNICIPAL	420	34.53888889	-117.4626111	160	20	USGS	S8_MOBS_R10	S8_MOBS_R10
NSAC-U-02	MUNICIPAL	124	40.1335	-122.4690556	119	5	USGS	NSAC-U-02	NSAC-U-02
SIERRA-VL-09	MUNICIPAL	0	39.82738889	-120.5609444	0	0	USGS	SIERRA-VL-09	SIERRA-VL-09
NAMFP-16:NAMDD-02	MUNICIPAL	635	38.6585	-121.4664722	222	403	USGS	NAMFP-16:NAMDD-02	NAMFP-16:NAMDD-02
S3-MACK-K07	MUNICIPAL	300	36.64666667	-120.2208056	240	60	USGS	S3-MACK-K07	S3-MACK-K07
SIERRA-G-14	MUNICIPAL	400	38.80038889	-120.0961111	50	350	USGS	SIERRA-G-14	SIERRA-G-14
USAWE-04	MUNICIPAL	740	33.7497	-117.475425	300	430	USGS	USAWE-04	USAWE-04
SCRVU-09	MUNICIPAL	970	34.11969444	-119.1052778	930	40	USGS	SCRVU-09	SCRVU-09
TMART-03	MUNICIPAL	383	39.36769444	-120.0802222	363	20	USGS	TMART-03	TMART-03
ESAC-35	MUNICIPAL	557.5	39.60475	-121.89525	0	0	USGS	ESAC-35	ESAC-35
SIERRA-SL-08	MUNICIPAL	196	40.07513889	-120.8418056	110	86	USGS	SIERRA-SL-08	SIERRA-SL-08
S-MS-SV07	MUNICIPAL	392	36.73241667	-121.7798611	352	40	USGS	S-MS-SV07	S-MS-SV07
S6-MCAW-N18	MUNICIPAL	425	38.98547222	-120.7406944	0	0	USGS	S6-MCAW-N18	S6-MCAW-N18
KLAM-15	MUNICIPAL	0	40.77752778	-123.3350556	0	0	USGS	KLAM-15	KLAM-15
MSSC-06	MUNICIPAL	230	36.96225	-121.9728889	110	90	USGS	MSSC-06	MSSC-06
HR-PR-27	MUNICIPAL	186	33.18958333	-116.6356389	60	126	USGS	HR-PR-27	HR-PR-27
HR-SG-28	MUNICIPAL	0	34.175	-117.5833472	0	0	USGS	HR-SG-28	HR-SG-28
NAMFP-16:NAMDD-01	MUNICIPAL	635	38.6585	-121.4664722	222	403	USGS	NAMFP-16:NAMDD-01	NAMFP-16:NAMDD-01
HR-SG-21	MUNICIPAL	0	34.39202778	-118.1666667	0	0	USGS	HR-SG-21	HR-SG-21
S-MS-P08	MUNICIPAL	180	36.82727778	-121.727	128	48	USGS	S-MS-P08	S-MS-P08
S-MS-SV01	MUNICIPAL	280	35.531	-120.6773056	140	140	USGS	S-MS-SV01	S-MS-SV01
KERN-02	MUNICIPAL	702	35.21336111	-118.8250833	402	300	USGS	KERN-02	KERN-02
HR-SC-15	MUNICIPAL	320	37.03252778	-122.0973333	220	100	USGS	HR-SC-15	HR-SC-15
SCRVU-08	MUNICIPAL	640	34.11969444	-119.1052778	600	40	USGS	SCRVU-08	SCRVU-08
S7-SAC-SA09	MUNICIPAL	200	38.50075	-121.2113056	175	25	USGS	S7-SAC-SA09	S7-SAC-SA09
MSSC-07	MUNICIPAL	656	36.99191667	-121.9549167	232	412	USGS	MSSC-07	MSSC-07
WSAC-FP-06	MUNICIPAL	545	39.58552778	-122.117	0	0	USGS	WSAC-FP-06	WSAC-FP-06
CAMP-LU-15	MUNICIPAL	371	40.29391667	-121.2391389	228	132	USGS	CAMP-LU-15	CAMP-LU-15
S3-MACK-M27	MUNICIPAL	369	37.04419444	-119.9844722	0	0	USGS	S3-MACK-M27	S3-MACK-M27
S6-MCAW-M01	MUNICIPAL	320	38.33530556	-120.78375	200	120	USGS	S6-MCAW-M01	S6-MCAW-M01
S4-TUSK-TLE07	MUNICIPAL	400	35.95163889	-119.3319722	0	0	USGS	S4-TUSK-TLE07	S4-TUSK-TLE07
CAMP-TV-04	MUNICIPAL	290	40.80255556	-121.5164722	0	0	USGS	CAMP-TV-04	CAMP-TV-04
SOSAFP-10	MUNICIPAL	357	35.11591667	-118.6019722	119	-119	USGS	SOSAFP-10	SOSAFP-10
NSAC-03	MUNICIPAL	0	40.01869444	-122.3935556	0	0	USGS	NSAC-03	NSAC-03
SDWARN-06	MUNICIPAL	730	33.25908333	-116.6662222	190	540	USGS	SDWARN-06	SDWARN-06
WS-08	MUNICIPAL	1500	36.04356452	-120.0126349	592	-592	USGS	WS-08	WS-08
TULE-08	MUNICIPAL	810	35.96955556	-119.2837778	340	470	USGS	TULE-08	TULE-08
SCRC-B35	MUNICIPAL	140	34.64863889	-120.4505	80	60	USGS	SCRC-B35	SCRC-B35
SIERRA-VL-11	MUNICIPAL	400	38.03936111	-120.19925	50	350	USGS	SIERRA-VL-11	SIERRA-VL-11
HR-SG-19	MUNICIPAL	0	34.39555556	-118.0745556	0	0	USGS	HR-SG-19	HR-SG-19
KERNFP-01	MUNICIPAL	750	35.39902778	-118.9761389	400	340	USGS	KERNFP-01	KERNFP-01
HR-PRFP-08	MUNICIPAL	980	32.92977778	-116.5572778	0	0	USGS	HR-PRFP-08	HR-PRFP-08
KLAM-39	MUNICIPAL	NA	40.78552778	-123.3397222	NA	NA	USGS	KLAM-39	KLAM-39
S6-MCAW-N19	MUNICIPAL	250	38.93308333	-120.7880278	0	0	USGS	S6-MCAW-N19	S6-MCAW-N19
S8_MOBS_F13	MUNICIPAL	400	34.89891667	-116.6146944	160	240	USGS	S8_MOBS_F13	S8_MOBS_F13
S4-TUSK-TLA02	MUNICIPAL	40	36.24180556	-119.7820833	30	10	USGS	S4-TUSK-TLA02	S4-TUSK-TLA02
S5-YB-Y30	MUNICIPAL	180	39.34944444	-121.0213611	0	0	USGS	S5-YB-Y30	S5-YB-Y30
KLAM-11	MUNICIPAL	89	41.37530556	-123.4513611	49	40	USGS	KLAM-11	KLAM-11
S5-YB-Y44	MUNICIPAL	100	39.31222222	-120.6636944	80	20	USGS	S5-YB-Y44	S5-YB-Y44
SFM-B1	MUNICIPAL	146	37.63191667	-122.397	126	10	USGS	SFM-B1	SFM-B1
MOJO-41	MUNICIPAL	0	34.90363889	-116.6505833	0	0	USGS	MOJO-41	MOJO-41
CAMP-HL-05	MUNICIPAL	190	40.38411111	-120.5879722	190	0	USGS	CAMP-HL-05	CAMP-HL-05
CD-07	MUNICIPAL	740	34.14066667	-116.2905	470	250	USGS	CD-07	CD-07
NOCO-IN-06	MUNICIPAL	136	39.78363889	-123.2161667	0	0	USGS	NOCO-IN-06	NOCO-IN-06
HR-PRFP-03	MUNICIPAL	0	32.82341667	-116.6479722	0	0	USGS	HR-PRFP-03	HR-PRFP-03
HR-SGU-02	MUNICIPAL	0	34.20288889	-117.5853083	0	0	USGS	HR-SGU-02	HR-SGU-02
S6-MCAW-N11	MUNICIPAL	225	38.99636111	-120.9075833	30	195	USGS	S6-MCAW-N11	S6-MCAW-N11
S5-YB-B10	MUNICIPAL	225	39.06205556	-121.1112222	0	0	USGS	S5-YB-B10	S5-YB-B10
S5-YB-Y06	MUNICIPAL	220	39.29702778	-121.3521111	0	0	USGS	S5-YB-Y06	S5-YB-Y06
S7-SAC-C04	MUNICIPAL	285	38.27752778	-121.2254444	103	12	USGS	S7-SAC-C04	S7-SAC-C04
